nickname,add1,add2,add3,city,tel,area,tinno,mobile
RADHE AUTOMOBILES - SOLA,"NEAR SOLA OVERBRIDGE,","S. G. HIGHWAY,","OPP. P.E.R.D., THALTEJ,",Ahmedabad  ,95426600   ,SOLA,,9879989018
Radhe Enterprise - Gandhinagar,"Plot NO.160,","Opp Nigam Pump,",Sector 21,Gandhinagar  ,23241572   ,GANDHINAGR,,9824023817
RADHE KRISHNA HYDRAULIC SYSTEM - SARKHEJ,"1, ANKUR ESTATE, ","NR, BHUMI COMPLEX,","SARKHEJ SANAND ROAD,SARKHEJ",Ahmedabad  ,9601962558   ,SARKHEJ,NO TIN,9601962558
RADHE MARKETING - SARKHEJ,"4, PARAS CHAMBERS,","OPP. SAGAR HOTEL,","SARKHEJ BAVLA CROSS ROAD, ",Ahmedabad 382 210,26891143   ,SARKHEJ,,"9824325108 , 9727888050"
RADHE MOTORS - NARANPURA,"B/H. A.E.C. ZONAL OFFICE,","Nr. SAHAJANAND COMPLEX,","132 Ft. RING ROAD,NARANPURA,",Ahmedabad 380 013 ,27492508   24793539    ,NARANPURA,  24042901300, 9879006980
RADHE TRACTORS - BHARUCH,"6/7, BHAVANI SHOPING CENTRE,","NEAR NYAY MANDIR HOTEL,","N. H. NO.8,",BHARUCH   392 001,   ,bharuch,,9879113874
RADHEKRISHNA TRADING - KRISHNANAGAR," 3/4, PUSHPARAJ APPARTMENT,"," OPP. MARUTI PLAZA, 100 Ft. ROAD,"," SARKDAR CHOWK, KRISHNANAGAR",Ahmedabad ,  9909525736  /9979577362  ,NARODA,NO TIN, 9909525736/9979577362
RADIANT TRADERS - AHMEDABAD,"F-79, RUDRAKSH COMPLEX,","OPP. ANNAPURNA HOTEL,","PHASE - 3, GIDC, VATVA",Ahmedabad  382 443,25835153 25894810 R-25715154 R-25734702,AHMEDABAD, ,
RAGHU AUTOMOBILES - VIRATNAGAR,"NR. HARSHAD AUTOMOBILES,","VIRATNAGAR CHAR RASTA,","NATIOBNAL HIGHWAY NO.8,",Ahmedabad ,9374670608 9426310430  ,NAROL,NO TIN,9374677993/9725675301
RAHAMANI AUTO PARTS - BODELI,"OPP. BAJAJ SHOW ROOM,","DABHOI ROAD,",BODELI,Bodeli   391 125,9979396392 9428692790  ,BODELI,NO TIN,9979396392/9428692790
RAHUL AUTO CORPORATION - MIRZAPUR,"K.B.COMM.CENTRE,","NR.DINBAI TOWER,","MIRZAPUR,",Ahmedabad 380 001 ,25506832  25507200     ,MIRZAPUR, , 
RAJ  AUTO CENTRE - HIMATNAGAR,"PALACE ROAD,", , ,Himatnagar   383 001 ,(02772)240626 ( O) 243626 (R)    ,HIMMATNAGAR, , 
RAJ  AUTOMOBILES -  THALTEJ ,"6-7-8, SARVA AVATARI PARK ","OPP. GHOSA SOCIETY, NR. JAY AMBE NAGAR ","B/H UDGAM SCHOOL, THALTEJ , AHMEDABAD",Ahmedabad 380 015 , 26859777      ,SOLA, ," 9228420005 , 9276020005"
RAJ AUTO & TRACTOR SPARES - SURAT,"SHOP NO. 2,  SAGAR VIHAR APPT.,","2/767 THOBHA DAIRY NAKA,",SANGRAMPURA,Surat   ,2340251   ,SURAT, ,9374715770
RAJ AUTO & TRACTORS -  AMRELI,"GANESH COMPLEX,","STATION ROAD,", ,Amreli 364 601 ,02792-227440 228039    ,Amreli,24130100963, 94262 55040
RAJ AUTO AGENCY-UNJHA,"VISHWASH COMPLEX,","OPP. RAVAL PETROL PUMP,",HIGHWAY,Unjha   384 170,02767-254249   ,UNJHA, ,
RAJ AUTO CENTRE - NAKHATRANA, , , ,Surat  ,       ,NAKHTRANA, , 
RAJ AUTO CENTRE. - MANDVI,"S.T. ROAD,", , ,Mandvi  ,(02834)O-20950 R-30950    ,rajkot, , 
RAJ AUTO PARTS -  VAPI,"G.I.D.C. CHAR RASTA,","HIGHWAY,", ,Vapi   396 191 ,       ,VAPI, , 
RAJ AUTO PARTS - GANDHINAGAR,"SHOP NO.A/7, JEMINI COMPOUND,","NEAR JAIPUR GOLDEN TRANSPORT,","G.I.D.C., SECTOR-28",Gandhinagar  382 028,9427318077   ,GANDHINAGR,,9427318077
RAJ AUTO PARTS - NARODA,"A-20, TAKSHASHILA PARK,","NEAR GALAXY CINEMA,",NARODA,Ahmedabad  ,2823523 R-2831252  ,NARODA, ,
RAJ AUTOMOBILE - DEVPAR , ,"BHUJ NAKHATRANA HIGHWY,","NEAR BUS STAND,",Devpar    ,PP 283164      ,BHUJ, , 
RAJ AUTOMOBILES - CHIKHLI,"NEAR HOTEL GILL PUNJAB,",N. H. NO.8,"MAJIGAM,",Chikhli  ,R-02634 62029      ,CHIKHALI, , 
RAJ AUTOMOBILES - JAMNAGAR,"OUT SIDE THREE GATE,","GREEN MARKET,",,Jamanagar   361 001,2540439 9429473452  ,JAMNAGAR,NO TIN,9429473452
RAJ AUTOMOBILES - RAJPARDI,,"RAJ PARDI CHAR RASTA,",,RAJPARDI 393 115,9924753769   ,RAJPARDI,24210800475,9924753769
RAJ AUTOMOBILES - RAJPIPLA,SANTOSH CHOKDI,OPP. SWAMINARAYAN TEMPLE,RAJPIPLA,Rajpipla   393 145 ,02640-220556 R-221154     ,RAJPIPLA, , 9825854002
RAJ LAXMI AUTO PARTS -  KAPADWANJ,"6 MAHATMA GANDHI SHOPP. CENTRE,","Nr. TOWN HALL,", ,Kapadwanj   387 620 ,02691-262181 R-262713    ,KAPADWANJ, , 
RAJ MOTORS  -  SARKHEJ,"SHREEJI COMPLEX,","NR.LALJI MULJI TRANSPORT,","SARKHEJ,",Ahmedabad  382 210 ,       ,SARKHEJ, , 
RAJ MOTORS - HIMATNAGAR,"NH.NO - 8, SABAR DAIRY,","AHMEDABAD HIGHWAY,","OPP, TULSI HOTEL, HAJIPUR, HIMATNAGAR",Himat Nagar ,9898190303   ,HIMMATNAGAR,24550704387,9898190303
RAJ MOTORS - JUNAGADH,OPP. GOKUL CHAMBERS,"JAYSHREE CINEMA ROAD,",,Junagadh   362 002,0285-2621148   ,JUNAGADH,,
RAJ MOTORS - KALOL,"AUTOMOBILE SHOPPING CENTRE,",OPP. SINDBAD HOTEL,"HIGHWAY ROAD,",Kalol 382 721,9   ,KALOL,,9436345089
Raj Motors - LUNAWADA,Charkoshiya Naka,Modasa Road,LUNAWADA,Lunawada   ,   ,LUNAWADA,NO TIN,"9426751249,9925467323"
RAJ MOTORS - MIRZAPUR,"111, SAFAR COMPLEX,","OPP. JANSATTA PRESS,","MIRZAPUR,",Ahmedabad  380 001,55257340   ,MIRZAPUR, ,94262 84056
RAJ MOTORS - MORBI,TRAJPAR CHAR RASTA,"NEAR S. R. PETROL PUMP,",TRAJPAR,Morbi 363 642,02822-241340   ,MORBI,24092001498,9825715015
RAJ MOTORS - NARODA,MAHADEV SHOPPING CENTRE,"NR. KADVA PATIDAR WADI, NARODA DEHGAM ROAD,"," NR NAVA KANKARIYA, NARODA",Ahmedabad  382 330, 9879957999 9428737406  ,NARODA, ,9879957999/9428737406
RAJ MOTORS WORKSHOP - HIMATNAGAR,NATIONAL HIGHWAY NO - 8,OPP SABAR DAIRY,"HAJIPUR , HIMATNAGAR",Himatnagar ,9638756605 9998159286  ,HIMMATNAGAR,,"9638756605,9998159286"
RAJ OIL AGENCY - MEHSANA,"14, SIMANDHAR SHOPPING CENTER,","NEAR L.I.C. OFFICE, ","NAGALPUR COLLAGE, MEHASANA",Mahesana ,7359640990 8128666069  ,Mehsana,24040707155,"7359640990,8128666069"
"Raj Rajeshwari Motor Parts - S""Nagar","2, SURYODAY COMPLEX,","OPP. KRISHNA TRAVELLS,","MISSION ROAD,",Surendra Nagar 363 001,       ,SURENDRANAGAR,NO TIN,9824911606
RAJ SALES AGENCY - LIMDI, ,GODHARA ROAD,DIST. ZALOD,LIMDI  389 189,02979-236841 R236141  ,LIMDI,,9427036141
RAJ SALES CORPORATION - NARODA,"A-20, TAKSHASHILA PARK,","NEAR GALAXY CINEMA,",NARODA,Ahmedabad ,   ,NARODA,,9426577108
RAJ TRADE AGENCIES - SARKHEJ," SANTHAL CHOKDI,","BAVALA HIGHWAY,","SANTHAL,  SARKHEJ",Ahmedabad  382 210,02717-251915   ,SARKHEJ, ,9879209042
RAJ-AUTOMOBILES -  UNJHA,"9,VISHWASH COMPLEX,","OPP.RAVAL PETROL PUMP,","HIGHWAY,",Unjha   384 170 ,02767-254249      ,UNJHA, , 
RAJAN MOTORS-MANINAGAR,"79/80, JAGABHAI PARK,","RAMBAUG,","MANINAGAR,",Ahmedabad  380 008,5326087 5325587  ,NAROL, ,
RAJAVIR AGENCIES - RAJKOT,"SHOP NO - 3, SHAJANAND COMPLEX,","NEAR SUMAN BAJAJ SHOW ROOM,","DHEBAR ROAD (SOUTH), RAJKOT",Rajkot ,9429244288   ,rajkot,24091601996,9429244288
RAJAVIR AUTOMOBILES - RAJKOT,"MALAVIYA ROAD,", , ,Rajkot  ,O-47338 (R) 435 30    ,rajkot, , 
RAJDHANI TRACTORS - JUNAGADH,"BHUTNATH CHAMBERS,","BAHAUDDIN COLLAGE ROAD,",,Junagadh   362 001,2672005   ,JUNAGADH,,9825535750
RAJEN AUTO PARTS - PALANPUR,"NEAR HOTEL WAY-WAIT,","HIGHWAY ROAD,", ,Palanpur    385 001,"52246, 56114      ",PALANPUR, , 
RAJEN AUTO STORES -SARKHEJ,"NEAR UJALA  HOTEL,","SAKHEJ BAVLA HIGHWAY ROAD,","SARKHEJ, AHMEDABAD ",Ahmedabad ,98250 68102 O - 26890754 26890849  ,SARKHEJ, ,"98250 68102 ,  98250 69102"
RAJEN MOTORS - BODAKDEV,"ADITYA COMPLEX,","BODAK DEV,",VASTRAPUR ,Ahmedabad   ,       ,AHMEDABAD, , 
RAJEN MOTORS - MANINAGR,"79/80, JAGABHAI PARK","RAMBAUG,","MANINAGAR,",Ahmedabad  380 008,5432087 5431587  ,NAROL,,
RAJEN TRAGIND CO. - SARKHEJ,"NEAR UJALA HOTEL,","SARKHEJ BAVLA ROAD,",SARKHEJ,Ahmedabad  382 210,   ,SARKHEJ,,
RAJENDRA AUTO PARTS - DEESA,"NEAR VARDHAMAN JAIN TEMPLE,","KANDALA HIGHWAY,",AKHOL,Deesa   385 538,02744-309429   ,DEESA,,9376057719/9375157719
Rajendra Car Auto Accesories - Deesa,Near Rajmandir Cinema,Near Sukhdevnagar Gate,"Deesa  Palanpur Highway, Deesa",Deesa 385535,9429536093 7383490393  ,DEESA,NO TIN,"9429536093,7383490393"
RAJESH  INDUSRIES -  AHMEDABAD,"2, Panchal Estate,","Near State Bank of India,","Opp.Prabhuvir Society,Bapunagar,",Ahmedabad  380 024 ,"2741290, 274014 3    ",AHMEDABAD, , 
RAJESH  MOTORS - MIRZAPUR,"112, ATTARWALA CHAMBER,","MIRZAPUR,", ,Ahmedabad 380 001 ,O-25501462  9327008789    ,MIRZAPUR, ,"99798 69300 , 9327008789"
RAJESH AUTO CENTRE - VISNAGAR,"NEAR B.K.CINEMA,","KHERALU HIGHWAY ROAD,", ,Visnagar    384 315,02765-221689  201060  R:220600 ,VISNAGAR, , 9825699665
RAJESH AUTO PARTS -  DEESA,"PATEL CHAMBERS,","OPP. HAWAI PILLAR, ","PALANPUR HIGHWAY, ",Deesa   385 535 ,02744) 224614 (R) 226579    ,DEESA, , 9898087614
RAJESH AUTO PARTS - SHIHORI,"NATINAL HIGHWAY,","SHIHORI,  TAL. KANKREJ,",DIST. B.K.,SHIHORI 385 550,9428505661   ,PALANPUR,,9428505661
RAJESH AUTOMOBILES -  DEESA,"KANDALA HIGHWAY,","Nr.R.T.O. CHECK POST,",AKHOL,Deesa   385 535 ,"(02744)270593, R:230293    ",DEESA, , 94263 60193 /94274 57892
RAJESH AUTOMOBILES - MEHSANA,"HIGHWAY ROAD,", , ,Mehsana   384 002,(02762)O-253051 R-254051 73167   ,Mehsana, ,98796 42063 
RAJESH ENTERPRISE - AMRELI , ,"OPP. KHADI BHANDAR,", ,Amreli   364 601 ,222538      ,Amreli, , 
RAJESH MOTORS - MEHSANA,"HIGHWAY ROAD,", , ,Mehsana   384 002,(02762)256051 R-258927     ,Mehsana, ,98795 58927 
RAJESH OIL TRADING CO. - VISNAGAR,"DHANLAXMI SHOPPING CENTRE,","OPP. B.K.CINEMA, "," KHERALU HIGHWAY ROAD,",Visnagar   384 315,221200 R-231477    ,VISNAGAR, ,9825842505 
RAJESH TRACTOR CORPORATION - MEHSANA ,"OPP. VIJAY GUEST HOUSE,","HIGHWAY ROAD,", ,Mehsana   384 001 ,(02762)O-51645. R-73167    ,Mehsana, , 
RAJESHWAR MOTORS -  AHMEDABAD,"BESIDE HARBHOLENATH PARK,","NEAR HARIOM SOCIETY,","NEAR GAURI CINEMA, HIGHWAY,",Ahmedabad  382 415 ,2974471      ,AHMEDABAD, , 
RAJHANS AUTOMOBILES - DHORAJI,"LIBERTY CINEMA ROAD,",,,DHORAJI  360 410,02824-224925 R-224325  ,DHORAJI,,
RAJKAMAL MOTORS - HIMATNAGR,"TULSI COMPLEX,","MOTIPURA,",HIMATNAGAR,Himat Nagar 383 001,02772-248976 R-245499  ,HIMMATNAGAR, ,9426704102 / 9377704102
RAJKRUPA MACHINERY STORES - BODELI,"Dr. N. A. Parikh Road,",New Police Station,,Bodeli   391135,02665 220743  ,BODELI,24192300171,9825822318
RAJSHAKTI AUTOPARTS& MOTOR GARAGE,OPP. HP PETROL PUMP,N. H. NO. 8,"BAGODARA, TAL. BAVLA",Ahmedabad  382 230,   ,BAVALA,,9898749321/9924141589
RAJU TRACTOR PARTS - BHARUCH,"7, ABC COMPLEX,",NEAR R.T.O.,NANDEVAR,Bharuch 392 001,8155011060   ,bharuch,,9998984428/8155011060
RAKESH AUTO PARTS - SHAHIBAUG,"10, RAJLAXMI PLAZA,","HATISING DAHERASAR LANE,","SHAHIBAUG ROAD,",Ahmedabad 380 004,22167478   ,NARODA,,9825322649
Rakesh Automobiles - Navrangpura,"11, SURYA APPARTMENT, NEAR S.B.I.","PURNANAD ASHRAM, ISHWAR BHUVAN,",NAVRANGPURA,Ahmedabad   ,26423050     ,NARANPURA,  24073400370, 9825785031
RAKESH ENTERPRISE - AHMEDABAD,"C/O.R.S.AUTO CENTRE,","OPERA HOUSE,","MIRZAPUR,",Ahmedabad  ,       ,AHMEDABAD, , 
RAM AUTO CENTRE -  DEVPAR,"BHUJ NAKHATRANA HIGHWAY ROAD,",TAL. NAKHATRANA, ,Devpar   370 615 ,(02835)O:283357  R:283074    ,BHUJ, , 
RAMA AUTO AGENCY - RAIPUR,"OUT SIDE RAIPUR GATE,","OPP.VIVEKANAND COLLEGE,","RAIPUR,",Ahmedabad 380 022 ,22143944 22144561    ,NAROL, , 
RAMA AUTOMOBILES - AHMEDABAD,"OUTSIDE SHAHPUR GATE,", , ,Ahmedabad   ,25502819 R-2442505    ,AHMEDABAD, , 
RAMA AUTOMOBILES - BHUJ , , , , Bhuj   ,       ,BHUJ, , 
RAMAN ROADWAYS PVT.LTD. - VISALPUR,SURWAY NO - 1032/1033,"NEAR CEDILA PATIA,","SARKHEJ DHOLKA ROAD, VISALPUR,A`BAD",Ahmedabad  ,9879202860 02718-22440 02718-224030 9737018844,SARKHEJ,NO TIN,97370 18844 FOR BILL COLLECT
RAMDEV AUTO PARTS - HIMATNAGAR,"MOTIPURA , RTO BY-PASS, OPP, TOLNAKA ","NEAR HONEST DAL BATI,",HIMATNAGAR,Himat Nagar ,9426595485   ,HIMMATNAGAR,NO TIN,9426595485
RAMDEV AUTO PARTS - RAJKOT,"121, AJANTA COMMERCIAL COMPLEX,","OPP. BOMBAY HOTEL,",GONDAL ROAD,Rajkot   360 002,   ,rajkot,,9824297250
RAMDEV MOTOR REPOWERING - HIMATNAGAR,"HATMATI BRIDGE CORNER,",NYAY MANDIR,,Himat Nagar ,9426595485   ,HIMMATNAGAR,NO TIN,9426595485
RAMDEV MOTORS -  DEESA,"RAILWAY STATION ROAD,","PATAN CHAR RASTA,", ,Deesa   385 535 ,"(02744)270641,2 24639,R-224991,    ",DEESA, , 
RAMESH  AUTOMOBILES - SURENDRANAGAR,"OPP. TROLLY STATION,","COLLEGE ROAD,", ,Surendra Nagar  363 001,(02752)O-221523 224576 R-231972   ,SURENDRANAGAR, , 9998174365 / 98257 15499
RAMESH AUTOMOBILES. - MEHSANA,"OPP. PATEL AUTOMOBILES,","1 ST FLOOR,","HIGHWAY,",Mahesana  384 002,(02762)O-325594       ,Mehsana, ,9898260726/9898241361
RAMESH MACHINE TOOLS - RAJKOT,"NEAR NIRAJ CLEAN CAST,","ATIKA IND. AREA,",DHEBAR ROAD (SOUTH),Rajkot  ,"361676,  362445      ",rajkot, , 
RAMESH TYRES - ANJAR, , , ,Anjar    ,       ,ANJAR, , 
RAMESHWAR MOTORS - RANOLI,"SHOP NO.-A3,IMPERIAL COMM. COMPLEX,","OPP. PRIVATE TELE. EXCHANGE,","GIDC, N.H.NO.8, RANOLI",BARODA   391 350,(0265) 2308580   ,RANOLI, ,93279 83355
Ramkrishna Auto Centre - Kodinar,"CHHARA ZAPA,",Dist. Junagadh , ,Kodinar   362 720 ,(02795)O-223784  (R) 220431    ,KODINAR, , 
RANA AUTO CENTRE - NAROL,"NAROL - ASLALI ROAD,","OPP.SITE PRAGATI NAGAR,",NEAR BOMBAY GOLDEN TRAS.N.H.NO.8,Ahmedabad ,25322278 9824622807  ,NAROL, ,"9898169420 , 9898974532"
RANCHHODRAY AUTO PARTS -  ANAND, ,"OPP. GOPI CINEMA,", ,Anand   388 001 ,02692-247097      ,Anand, , 9825248715
RANGANI MOTORS - VADAGAM,C/O - OMKAR MOTORS,"PATIDAR ESTATE, NEAR DHAN JAY INDUSTRIES,","DHANSURA ROAD, VADAGAM",Vadagam   ,9925165782 9427083315  ,VADAGAM,NO TIN,"9925165782,9427083315"
RANJAN TRADERS -  AHMEDABAD,"260/3110, SUNDARVAN APPATMENT,","OPP. PARASNAGAR,","SOLA ROAD, NARANPURA,",Ahmedabad  380 013 ,26891174      ,AHMEDABAD, , 
RANJEET MACHINERY STORES - MEHSANA,"OPP. KALPANA GEST HOUSE,",HIGHWAY,,Mehsana   384 002,02762-2551944   ,Mehsana,24040704113 ,9924016553/9924016554
RASHMI AUTOMOBILES - JUNAGADH,"KALWA CHOWK,","DATAR ROAD,",,Junagadh 362 001,0285-262236   ,JUNAGADH,,9426205803
RASHMI MOTORS -  GANDHIDHAM, , , ,Gandhidham    ,       ,GANDHIDHAM, , 
RASIK MOTOR STORES - SAWARKUNDLA,"NEAR REVER FRONT,","BELOW NUTAN LODGE,",,SAVARKUNDLA   364 515,02845-225737   ,SAWARKUNDLA,,9427272752
RATILAL & CO. - MIRZAPUR,"NR. GUJARAT SAMACHAR,"," KHANPUR,", ,Ahmedabad 380 001 ,O-25501277 25501552    ,MIRZAPUR, , 9925604030
RAVI  AGENCY - RAJKOT,"KUWADAWA  ROAD,", , ,Rajkot  ,       ,rajkot, , 
RAVI  AUTOMOBILES - AHMEDABAD,"686/1, MIR SAHEB MOHALLA,","OPP. ST. XEVIOR SCHOOL,","MIRZAPUR,",Ahmedabad  ,(02762)O-58896      ,AHMEDABAD, , 
RAVI AUTO AGENCY -  MEHSANA,"OPP.KALPANA HOTEL,","HIGHWAY,", ,Mehsana    384 002,02762-253719   245648  R-253172  329700,Mehsana, , 
RAVI AUTO AGENCY - VALSAD ,"RAVI ESTATE,NR. BANSARI HOTEL,","OPP. COCA COLA FACTORY,","N.H.8, ABRAMA",Valsad   396 401,"02632-226600   R-49979,41  ",VALSAD, ,98255 45004
RAVI AUTO PARTS -  GODHRA,"OPP. B.N. CHAMBERS,","Nr. LALBAUGH BUS-STAND,", ,Godhra   389 001 ,(02672)O-252355  R:241697    ,GODHRA, ,94263 98112 
RAVI AUTO PARTS - BHUJ , , , ,Gandhidham    ,       ,GANDHIDHAM, , 
Ravi Auto Traders - Rajkot,"OPP. NAGBAI CHAMBERS,",RAJKOT AHMEDABAD HIGHWAY, ,Rajkot 360 003,9426787416      ,,24091400235,9426787416
RAVI AUTOMOBILES  - ANKLESHWAR ,"5, HARISON SHOPPING CENTRE","NEAR MAHAVIR CINEMA,","OLD N.H. NO.8, ",Ankleshwar 393 001 ,9426880995     ,Ankleshwar, , 9426880995
RAVI AUTOMOBILES - PALANPUR,"DHANIYANA CHAR RASTA,", AMBAJI HIGHWAY, ,Palanpur 385 001 ,02742-247057      ,PALANPUR,24020802527, 
Ravi Automobiles - Rajkot,"NEAR RJT BODY BUILDERS,","MARKETING YARD ROAD,", ,Rajkot 360 003 , 0281-2703176      ,rajkot, , 
RAVI AUTOMOBILES - VADAGAM,"OPP. POST OFFICE,","HIGHWAY ROAD,",,Vadagam   383 307,02774 R922741   ,VADAGAM,,9374010932
RAVI AUTOMOBILES - VADGAM,"AVKAR SHOPPING CENTRE,","PALANPUR HIGHWAY,",VADGAM,VADGAM  ,9427647781   ,PALANPUR,24020802527,9427647781
RAVI AUTOMOBILES. - MEHSANA,"6, SARVODAY COMMERCIAL CENTRE,","Nr. SHILPA  GARAGE,","HIGHWAY,",Mehsana   384 002 ,258896 R-254479    ,Mehsana,24040703011, 
RAVI DIESEL ENTERPRISE - PORBANDAR,,S. T. ROAD,,Porbandar 360 575,0286-2245147   ,PORBANDER,,9879382692
RAVI KIRAN TRACTORS - BARODA,"SHOP NO.19,","BAKOR PATEL CHAMBER,","BHUTDI ZAMPA, BARODA",BARODA 390 001,0265-2426469 982460760  ,BARODA,,982460760
RAVI MOTOR HOUSE -  BHAVNAGAR,"NAVAPARA,","DSP OFFICE,", ,Bhavnagar 364 003 ,0278-2429095      ,BHAVNAGAR, , 9428637700
RAVI RAJ AUTOMOBILES - JUNAGADH,"5,6, SHOPING CENTRE,","OPP. SAKKAR BAUG,","RAJKOT ROAD,",Junagadh    ,       ,JUNAGADH, , 
RAVI SALES CORPORATION - SARKHEJ,"4, GOKUL COMPLEX, ","OPP. JAMNAGAR TRANSPORT,",SARKHEJ BAVLA HIGHWAY,Ahmedabad 382 210,26890463   ,SARKHEJ,24074500043,
RAVI TRACTORS - VALSAD,"BECHAR ROAD,",OPP.MUNI HIGH SCHOOL, ,Valsad   396 001 ,49153      ,VALSAD, , 
RAVI TRADERS - DEESA,"R.T.O. CHECK POST,","NEAR PURI HEAD REPAIRING,",AKHOL,Deesa   385 535,02744-270230 R-226446  ,DEESA,24020902448 ,9426308046
REAL AUTO PARTS - MODASA,"OPP. HOTEL SIMLA,","GANESHPUR,",,Modasa   ,02774-248351   ,MODASA, ,9426597640
REAL AUTO PARTS - NAVA VADAJ,"9, GOKUL DHAM SHOPPING CENTRE,","132"" RING ROAD, NEAR NEEL COMPLEX,",NAVA VADAJ,Ahmedabad ,27410034   ,NARANPURA,NO TIN,"9879313906 , 9428595056"
REAL TRADING CO. - NAVA VADAJ,"2, GOKUL DHAM SHOPPING CENTRE,","132"" RING ROAD, NEAR NEEL COMPLEX,",NAVA VADAJ,Ahmedabad  380 013,27410034   ,NARANPURA,,"9879313906 , 9428595056"
REGAL SPARES (INDIA) - RAJKOT,,"6, BHAKTINAGAR STATION PLOT,",,Rajkot   360 002,0281-2461846 2461445  ,rajkot,,9824597477
RELIANCE AUTOMOBILES - RADHANPUR  , ,"HIGHWAY CHAR RASTA,", ,Radhanpur    385 340,277316 R-277661     ,RADHANPUR, , 9825575661
RENSI MOTORS - UNJHA,"OPP, H.P. PETROL PUMP,","MEHSANA HIGHWAY, ",UNJHA,Unjha ,9879606245   ,UNJHA,24040303575,9879606245
RENUKA AIR BRAKE WORKS - LAMBHA,"OPP, PRAGATINAGAR,","RANA MOTOR GARAGE,","NAROL ASLALI ROAD, N.H.NO - 8, LAMBHA",Ahmedabad  ,9898457687 9428734016  ,NAROL,NO TIN,"9998457687,9428734016"
REVA AUTOMOBILES - RAJPIPLA,"11, H.P. MEHTA COMPLEX,",NEAR SANTOSH TALKIES,,Rajpipla 393 145,   ,RAJPIPLA,,982563900
RICHA TRADERS -  AHMEDABAD,"13A, JAMBUDIP COMPLEX,","NIRNAYNAGAR,","OPP. GARNALA,",Ahmedabad  380 081 ,27620652      ,AHMEDABAD, , 
RIDDHI AUTO ELECTRIC - BHAVNAGAR,"G-7, HARDIK COMPLEX,","VIDHALWADI,",BHAVNAGAR,BHAVNAGAR  ,9428009889   ,BHAVNAGAR,24140400607,"9428009889,2513244"
RIDDHI SIDDHI AUTOMOBILES -  DAHOD,"BHOLA COMPLEX,","INDORE-AHMEDABAD BY PASS,", ,Dahod    389 151,(02673)O-224803 O-571173  R:243840  R-571564 ,DAHOD, ,9426273262 
RIDDHI SIDDHI BATTERY & SPRING WORKS - C.T.M.,"GOPAL PATEL ESTATE,","NEAR SILVER COMPLED,","OPP. EXPRESS HIGHWAY, C.T.M.",Ahmedabad 380 029,9327074022   ,NAROL,NO TIN,"9327074022 , "
RIDDHI SIDDHI MOTORS - RAJKOT,,"GONDAL ROAD,",,Rajkot ,9227733011   ,rajkot,,9227733011
RINAL AUTO - MIRZAPUR,"41, F/F, K.B. COMMERCIAL CENTRE,","B/H DINBAI TOWER,",MIRZAPUR,Ahmedabad 380 001,079-25504750   ,MIRZAPUR,24074502104,9924384750/9825605859
RITESH AUTO AGENCY - SOLA,,"SOLA OVER BRIDGE,",,Ahmedabad ,9825829331 9825829331  ,SOLA,,9825829331/9427038228
RKD PRAJAPATI LUBOIL STORES - RAIPUR,NEAR RAIPUR DARWAJA,"RAIPUR,",AHMEDABAD,Ahmedabad  ,25454423   ,NAROL,24071600821,
ROGER MOTORS PVT LTD - RAJKOT,"GONDAL ROAD,","NEAR RAJKAMAL PETROL PUMP,",RAJKOT,Rajkot ,0281-2366385 0281-2370331  ,rajkot,24090704463 DTD - 12/07/2013,
ROHAN AUTOMOBILES - HIMATNAGAR,"B-Z, AVISHKAR COMPLEX,","MOTIPURA BUS STAND,",,Himatnagar   383 001,R-02772 235794 R-232131  ,HIMMATNAGAR, ,9825345484/9427354038
Rohan BRC Gas Equipment Pvt. Ltd.-Mfg.,"5,Ashwamegh Industrial Estate,","Changodar,",,Ahmedabad  382 210,(02717)-251900   ,SARKHEJ,,
ROHINI TRADERS - JUNAGADH,,"DATAR ROAD,",,Junagadh 362 001,9925849971 9099525612  ,JUNAGADH,24120101349,9925849971/9099525612
ROHIT AUTO STORES -  AHMEDABAD,"G-7, MANHATAN COMPLEX,","NAVRANGPURA,", ,Ahmedabad  380 006 ,26445156 26565306     ,AHMEDABAD, , 
ROHIT AUTOMOBILES - KHEDBRAMHA,"HIGHWAY,", , ,Khedbrahma    ,R: 20905      ,HIMMATNAGAR, , 
ROHIT AUTOMOBILES - MITHAPUR,"B/H I.O.C. PETROL PUMP,",STATE HIGHWAY,,Mithapur  ,02892-226919   ,MITHAPUR,24100700346,9426243743
ROMA MOTORS PVT LTD.- JETALPUR,"NEAR IBP PETROL PUMP,","N. H. NO.8,",JETALPUR,JETALPUR   382 426,079-30921911 02718-282847  ,JETALPUR, ,9327031207
RONAK AUTO PARTS - VAPI,,,,Vapi   ,   ,VAPI,,
RONAK AUTOMOBILES - HIMATNAGAR,"DWARKESH COMPLEX,",MOTIPURA, ,Himatnagar   383 001,   ,HIMMATNAGAR, ,
RONAK BEARINGS - MEHSANA,"1, UMIYA SHOPPING CENTRE,",STATE HIGHWAY,,Mehsana   384 002,02762-256206 230415  ,Mehsana,,9825054256/9925054256
RONAK MOTORS -  KAMREJ,"36,SHAKTIDHARA COMPLEX,","KAMREJ CHAR RASTA,", ,Kamrej   394 185 ,"250209,250385      ",KAMREJ, , 
